name,耗时,做法,口味,工艺,类型,label,id,难度,图片
红豆南瓜味噌芝麻快手面包,一小时,1:用料：南瓜泥130g，纯牛奶90g，橄榄油22g，味噌20g，红糖12g，中筋粉105g，红豆粉15g，肉桂粉1小勺，泡打粉1小勺，小苏打1/2小勺，白芝麻2大勺。2:将南瓜泥，牛奶，油，味噌，红糖倒入大碗，搅拌均匀。3:再将粉类混合，筛入南瓜糊中，拌匀。4:加入芝麻。5:拌匀。6:倒入抹油撒粉的模具中，抹平表面，然后在面糊中间沿着模具长边方向深划一刀。7:放入预热好的烤箱，中层，上下火175度，烤40分钟左右。8:表面金黄，出炉。9:立即脱模，放在网架上晾凉。10:切片。,甜味,烘焙,烘焙,recipe,595,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163823730871891634360.jpg?x-oss-process=style/p800
山药紫薯西多士,十分钟,1:铁棍山药、紫薯去皮蒸熟。2:压成泥，稍凉后放入蜂蜜拌匀。3:南瓜葡萄干吐司去掉四边切小块。4:取一块吐司，铺上山药紫薯泥。5:盖上另一片吐司，全部做好。6:鸡蛋加少许料酒打散。7:吐司在蛋液中转一圈，裹满蛋液。8:平底锅放油，放入吐司煎制。9:翻面，每个面都煎一下。10:外脆里糯，香甜可口。,甜香,煎,快手菜,recipe,596,普通,https://i8.meishichina.com/attachment/recipe/2021/11/30/2021113016382363974645658451954.jpg?x-oss-process=style/p800
鸡蛋虾皮胡萝卜包子,半小时,1:胡萝卜用擦丝器擦细丝，再剁碎；鸡蛋入碗打散，小葱切末，新鲜虾皮备好；。2:炒锅中倒适量油，油温4、5成热时，鸡蛋液入锅，用筷子不停搅拌，成均匀的鸡蛋碎；。3:依次加入胡萝卜、虾皮，炒到胡萝卜略微变软，加盐拌匀，关火，撒小葱末；。4:买来的饺子皮擀得薄一点儿；。5:适量馅料放在面皮；。6:包成包子；。7:码放了铺了蒸布的蒸屉上；。8:包子分上下两层码放在蒸锅里；。9:盖上盖子，用“速蒸”程序，全程12分钟，8秒钟速热并迅速上汽；。10:间到，可立即揭盖，包子晶莹剔透，薄皮大馅，趁热食用喷喷香。11:鸡蛋虾皮胡萝卜包子，晶莹剔透香喷喷！。,咸香,蒸,主食,recipe,597,普通,https://i8.meishichina.com/attachment/recipe/2021/11/30/2021113016382370267772327513584.jpg?x-oss-process=style/p800
凉拌石花菜,半小时,1:将石花菜用淡盐水浸泡20分钟左右，反复冲洗干净，沥干水分，放入盆中，放入青红辣椒丝。2:放入蒜蓉。3:放入盐。4:放入白糖。5:放少许味精。6:放入生抽。7:放入油醋汁。8:放少许花椒油。9:充分搅拌均匀。10:成品。,咸鲜,拌,凉菜,recipe,598,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/202111301638206798660534126119.JPG?x-oss-process=style/p800
浇汁土豆泥,半小时,1:青红椒顶刀切成小丁、胡萝卜切成小丁、葱、蒜切碎、玉米粒洗净备用。2:土豆去皮切成薄片，上笼蒸20分钟。3:将蒸好的土豆用勺子压碎。4:将压碎的土豆盛入盘中。5:炒锅放油烧热，，放葱花、蒜蓉炒香，放入胡萝卜丁、玉米粒翻炒均匀，放入提前剪好的鸡蛋。6:翻炒片刻。7:放入青椒、红椒丁继续翻炒。8:放入少许番茄酱。9:加入适量开水，放盐、胡椒粉调味。10:淋上水淀粉。11:放少许味精，淋上花椒油。12:淋在土豆泥上即可。13:成品。色泽红亮、酸辣味美。,酸咸,炒,热菜,recipe,599,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/202111301638206167697810126119.JPG?x-oss-process=style/p800
生菜肥牛面,半小时,1:取肥牛。2:取黑面条。3:生菜洗净。4:改刀。5:锅烧水。6:水微开下面条。7:面条煮开。8:放生菜梗。9:另起锅烧水，微开。10:放肥牛。11:煮变色。12:洗净浮沫备用。13:面条煮开，加冷水继续煮。14:再次开锅放肥牛。15:煮开锅。16:碗里放食盐和鸡精及香油。17:捞出面条。18:再捞出肥牛放面条里。19:浇上热汤即可。20:成品。21:成品，吃的时候拌匀。,咸鲜,煮,面条,recipe,600,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/2021113016382314774483061806550.jpg?x-oss-process=style/p800
红豆红枣米糊,三刻钟,1:核桃仁提前浸泡一下，去除苦味。2:红豆提前泡软备用。3:红枣洗净准备就绪。4:大米和黑米浸泡一下备用。5:红枣去核切碎与黑米和大米一同放入豆浆机中。6:依次加入核桃和红豆。7:豆浆机中加适量水。8:开启米糊模式。9:时间到后美味呈现。10:营养看得见，美味又简单。11:成品图。,原味,技巧,羹类,recipe,601,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163846031560046710667631.JPG?x-oss-process=style/p800
口袋饼,半小时,1:200克面粉中一半用冷水搅拌成絮，一半用温水搅拌成絮，再混合在一起，和成光滑面团。2:醒十五分钟。3:醒好的面团。4:面条揉成条，切成8个剂子。5:擀成牛舌状。6:用喷油壶喷些植物油。7:对半折。8:锅预热，不放油，将饼子放入锅中小火烙。9:两面烙黄。10:夹菜夹肉，都很美味。,原味,其他,主食,recipe,602,普通,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163844474705485611138610.jpg?x-oss-process=style/p800
广味香肠,数小时,1:白酒倒进去，主要是杀菌和肉拌拌。2:姜切成细小颗粒（姜汁也行），老冰糖打成粉，然后除了食用油，调料全部放进去，要想好吃，多拌拌用手抓抓，最后放食用油。3:这个知道怎么用吧，瓶盖切开，肠衣弄上去，用来装肉到肠衣里去，切口处，用打火机轻轻来一下，不割手。4:看到反光的没，用针来居一下，把肠整实在了，然后再绑线。5:线用绵线，要烟过一下的话，绵线好点，弄完用开水，像洗脸一样，用毛巾给那擦一下后挂上。,中辣,熏,家常菜,recipe,603,高级,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163845059105054812093256.jpg?x-oss-process=style/p800
自制巧克力拿铁咖啡,十分钟,1:准备好原料。2:牛奶加热后放入低卡糖。3:咖啡豆放入咖啡机中，萃取咖啡只需5分钟。4:牛奶倒入杯中打成奶泡。5:杯中用巧克力酱挂壁，咖啡液倒入杯中。6:倒入奶泡。7:挤上巧克力酱点缀。8:丝滑香甜绵密，提神醒脑的巧克力拿铁咖啡就可以享用啦。,甜味,其他,饮品,recipe,604,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163844839806816112572259.jpg?x-oss-process=style/p800
哈佛蔬菜汤,半小时,1:包菜和洋葱洗净备用。2:南瓜和红萝卜洗净备用。3:红萝卜和南瓜切小块。4:洋葱和包菜切小块备用。5:汤锅中放入南瓜和红萝卜煮熟。6:放入包菜和洋葱继续煮。7:盖上盖子再煮十分钟。8:加盐和胡椒粉调味即可。9:低脂素食，请您品鉴。10:成品图。,咸鲜,煮,汤类,recipe,605,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163844589820780110667631.JPG?x-oss-process=style/p800
土豆烧排骨,半小时,1:排骨加入面粉清洗干净。2:捞出备用。3:锅中热油加入冰糖炒出糖色，倒入排骨翻炒。4:加入红烧酱油八角香叶。5:加入没过排骨的热水盖锅烧煮。6:土豆切大块。7:排骨汤汁烧煮一半了加入土豆。8:盖锅继续烧，加入盐。9:土豆软烂的大火收汁即可。10:成品。,咸香,烧,热菜,recipe,606,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/2021120216384453332562587708277.jpg?x-oss-process=style/p800
黑木耳蛋饺煮花菜,三刻钟,1:食材：蛋饺、花菜（已掰成小朵在盐水浸泡30分钟清洗）、黑木耳（已提前泡发清洗）。2:起锅倒油烧热，下入花菜翻炒翻炒。3:接着，合入黑木耳和蛋饺，加适量的清水煮开、煮上4——5分钟。4:然后，加适量的盐。5:加适量的味精。6:调味翻匀即成。,清淡,煮,热菜,recipe,607,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/202112021638444550405954404188.JPG?x-oss-process=style/p800
豆豉芋头蒸脊骨,廿分钟,1:脊骨洗净，冷水入锅，加姜片料酒焯水。2:芋头洗净，切块。3:将芋头和脊骨放入盆中，加入料酒，姜片，生抽和蚝油搅拌均匀。4:加入豆豉拌匀，我的豆豉我都会用油浸泡着，没有就用干豆豉。5:将芋头打底，脊骨放上面。6:放入高压锅中，上气后火力调小，压20分钟。,咸香,蒸,热菜,recipe,608,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/2021120216384441905076352272341.JPG?x-oss-process=style/p800
鸭肝炒白佛手瓜,十分钟,1:食材：白佛手瓜、熟鸭肝。2:将熟鸭肝放在案板上切开。3:将白佛手瓜清洗一下捞出、去皮。4:放在案板上切开去核。5:切成片。6:起锅倒油烧热，下入切好的白佛手瓜和熟鸭肝翻炒翻炒。7:然后，加适量的盐。8:加适量的味精。9:调味炒匀即成。,清淡,炒,热菜,recipe,609,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/202112021638443931060353404188.JPG?x-oss-process=style/p800
蛋饺烧鲜素鸡,廿分钟,1:食材：鲜素鸡、蛋饺。2:将鲜素鸡拆开包装放在案板上切开。3:起锅倒油烧热，下入切好的小素鸡两面煎一下。4:接着，合入蛋饺，加适量的清水。5:加适量的酱油。6:加适量的蚝油。7:加适量的盐。8:加适量的白糖。9:调味烧煮开。10:然后，烧煮至汤汁差不多了即成。,清淡,烧,热菜,recipe,610,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/202112021638443017404562404188.JPG?x-oss-process=style/p800
家常炒茄子,半小时,1:茄子洗净去皮切条，拌入盐搅拌去水，攥干备用。2:葱姜蒜，辣椒，番茄洗净备用。3:葱姜蒜切碎装盘。4:番茄和红辣椒切碎备用。5:马克西姆不粘锅预热入油烧热，放入葱姜蒜爆香。6:放入攥干的茄子条翻炒均匀。7:加入番茄和红辣椒继续翻炒。8:放入五香粉和酱油调味。9:加老干妈和盐炒均匀即可出锅。10:家常小菜，请您品鉴。11:成品图。12:成品图。,咸鲜,炒,热菜,recipe,611,简单,https://i8.meishichina.com/attachment/recipe/2021/11/27/20211127163799499082091710667631.JPG?x-oss-process=style/p800
牛肉火腿披萨,一小时,1:准备主要的材料。牛肉逆着纹路切片，用玉米淀粉腌制。2:牛肉入锅炒至六成熟捞出来，备用。3:低粉20克，面包粉140克，莲藕2克加适量清水揉成光滑面团。4:发酵至两倍大。5:面团擀成10寸披萨皮，涮一层披萨酱。6:均匀的撒一层芝士。7:摆上牛肉和鸡肉火腿。8:在撒一层芝士。9:入烤箱，上下火200度，烘烤25分钟出炉。10:成品图来一张。11:开始吃了，太香了！。,清淡,烤,烘焙,recipe,612,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163806594953616610454906.JPG?x-oss-process=style/p800
红心柚雪梨汁,十分钟,1:一杯量。2:放入豆浆机榨汁。3:颜色超级好看。,酸甜,其他,饮品,recipe,613,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816380658647821377306994.jpg?x-oss-process=style/p800
酸辣土豆丝,半小时,1:土豆去皮切丝用清水浸泡，反复清洗几次。2:油锅起火倒入玉米油煸炒土豆丝，加入一勺豆瓣酱。3:加点米醋。4:加入少许盐，大火快速翻炒一分钟出锅。5:装碟，成品图来一张！。,酸辣,炒,热菜,recipe,614,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163806532243633710454906.JPG?x-oss-process=style/p800
新奥尔良玉米鸡肉肠,数小时,1:用料：鸡腿肉580克，新奥尔良腌料40克，玉米粒115克，盐3克，鸡蛋清2.5个，玉米淀粉6克，姜末适量，蒜末适量，料酒20克，盐渍猪肠衣1.5米。2:将盐渍猪肠衣洗去盐粒，用清水浸泡半小时。3:鸡腿去皮骨，剔去筋膜。4:切成小块，加入所有调料，用绞肉机搅打成细腻的泥状。5:加入玉米粒（碎）。6:搅拌均匀。7:将肠衣套在灌肠漏斗上，用棉线捆扎好末端，备用。8:把搅拌好的肉泥装入裱花袋中。9:再插入漏斗中，将肉泥挤入肠衣。10:灌至7分满，取下肠衣另一端，用棉线捆扎好。11:再分段捆扎成小节。12:用针将肠衣中的空气放出。13:放蒸锅里凉水大火，水滚后转小火，焖煮30分钟。14:蒸好后熄火晾凉。15:出锅。切片。,咸甜,蒸,家常菜,recipe,615,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816380644336817734360.jpg?x-oss-process=style/p800
熟鸭肉豆角煮面条,廿分钟,1:准备材料。2:豆角入锅煮熟备用。3:面条入锅煮熟，加少许盐。4:面条，豆角放一起。5:配上熟烤鸭。味道不错！。,清淡,煮,面条,recipe,616,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163806488625474510454906.JPG?x-oss-process=style/p800
咖喱鸡肉饭,三刻钟,1:所有食材准备好。2:热锅温油，放入葱姜，小火炒香。3:放入洋葱，继续翻炒。4:放入肌肉翻炒。5:一点点料酒。6:加入胡萝卜翻炒。7:一点点盐，翻炒均匀。8:加入刚沒过食材的水。9:盖上盖子，小火慢炖半小时。10:胡萝卜软了就可以放土豆了。11:放入土豆。12:加入咖喱，继续焖炖十分钟，土豆软烂，咖喱汁开始浓稠即可。13:米饭提前蒸好。14:米饭打底，然后舀入咖喱鸡，带点汤汤吃，更美味。15:给孩子吃可以撒一点海苔碎哦，开饭喽。,咖喱,炖,热菜,recipe,617,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816380644066036299037209.jpg?x-oss-process=style/p800
宫保鸡丁,廿分钟,1:食材：鸡腿肉（已清洗切成丁）、胡萝卜（已清洗去皮）、青瓜（已清洗）、熟花生米、郫县豆瓣酱。2:将胡萝卜和青瓜放在案板上分别切成丁。3:在碗中加入1勺生抽。4:加入1勺蚝油。5:加入1勺半香醋。6:加入1勺白糖。7:加入1勺干淀粉。8:加入2勺清水。9:调匀，成料汁。10:在鸡腿肉里加适量的料酒。11:加适量的生抽。12:加适量的盐。13:加适量的干淀粉。14:拌匀，腌制10分钟。15:随后，将切好的胡萝卜下入沸水锅中焯开捞出。16:起锅倒油烧热，下入腌制好的鸡腿肉翻炒翻炒。17:接着，焯好的胡萝卜，加入1勺郫县豆瓣酱。18:翻炒翻炒。19:然后，倒入料汁。20:合入切好的青瓜和熟花生米炒匀，即成。,酸甜,炒,热菜,recipe,618,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/202111281638063285274854404188.JPG?x-oss-process=style/p800
啤酒卤味,半小时,1:主料准备好：鸡爪剪掉趾甲，鸡脖上的脂肪和淋巴清理干净；。2:鸡腿、鸡脖、鸡爪入凉水锅中，大火加热；。3:待鸡肉变色并出现大量浮沫时，夹出；如果浮沫过多可用温水冲洗干净；。4:卤货码放在锅里，放大葱段、大蒜瓣、2颗八角，1撮花椒，2片香叶，1小条桂皮，倒酱油、老抽、黄豆酱；。5:再倒一瓶330ml的啤酒，水量不够再倒一杯热水；。6:将材料轻轻搅拌，使卤货尽可能全部浸在汤汁中；。7:盖上盖子，转中火焖炖30分钟；我用的料理锅，由500度调整为180度；。8:时间到，无需将卤货再浸泡，可直接食用，肉烂味浓，形状完好，肉和汤一点儿都不腥。9:啤酒卤味，味道浓香，解馋又好吃！。,酱香,卤,凉菜,recipe,619,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816380627742807327513584.jpg?x-oss-process=style/p800
煎鸡蛋咸菜年糕汤,十分钟,1:食材：年糕片、咸菜（已清洗切碎）、鸡蛋。2:起锅倒油烧热，打入鸡蛋两面煎至金黄盛出。3:用剪刀剪开。4:接着，下入咸菜翻炒翻炒。5:然后，合入年糕片和剪开的煎鸡蛋，加适量的清水煮开。6:最后，加适量的盐。7:加适量的味精。8:调味翻匀即成。,清淡,煮,汤类,recipe,620,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/202111281638061851733189404188.JPG?x-oss-process=style/p800
银耳炖雪梨,一小时,1:准备银耳，干银耳要洗净后提前一晚用凉水冲分浸泡，切细丝。2:红枣去籽切片，雪梨去皮切块。3:养生壶如果带隔水炖功能是最好的，这种养生甜汤要文火慢炖出来的效果以及味道和口感才是最好的，没有隔水炖就直接放入养生壶即可，加入清水，与银耳高度齐平，选择炖煮模式，炖一个小时。4:加入雪梨和红枣，继续炖煮一个小时。5:最后加适量黄冰糖增加甜度，大约炖煮五分钟黄冰糖就能融化，融化即可。6:用这个方法炖煮的银耳甜品很容易出胶质，口感特别好，食材也都炖煮的很软糯了，入口即化，非常好吃。,原味,炖,汤类,recipe,621,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163842554805195111321699.JPG?x-oss-process=style/p800
家常鳘鱼,半小时,1:鳘鱼清洗干净，吸干表面水份。2:过年加入适量食用油。3:加入姜蒜爆香。4:加入鳘鱼煎。5:煎好一面翻面继续煎，煎的稍微久点更好吃。6:蚝油，酱油，料酒，白糖调成一碗酱汁。7:把酱汁倒入锅中。8:再加入适量清水，盖上锅盖焖煮8分钟。9:煮至只剩下少许汤汁，撒上葱段就可以关火。10:出锅了，美味又营养。11:完成✅。,咸鲜,煎,热菜,recipe,622,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163842342714781212567629.jpg?x-oss-process=style/p800
芒果红豆冰,数小时,1:洗净的红豆放入养生壶中。2:加入适量的清水。3:启动养生壶甜品小程序开始煲。4:煲至红豆开花后再加适量冰糖。5:煲好的红豆舀入杯子里，加入纯牛奶搅拌均匀。6:红豆牛奶倒入密封袋中，放入冷冻室冻成冰块。7:冰冻成型的的牛奶红豆用擀面仗敲打打散。8:芒果切小块。9:杯子盛入牛奶红豆冰。10:铺上芒果粒即可享用。11:成品。,奶香,煲,甜品,recipe,623,简单,https://i8.meishichina.com/attachment/recipe/2021/06/30/2021063016250309634067678010238.JPG?x-oss-process=style/p800
玫瑰花桂圆山楂茶,十分钟,1:龙眼干。2:捏碎。3:放入壶中。4:放入玫瑰花和陈皮。5:放入山楂。6:加入适量清水。7:煮茶吧。8:开动啦。,酸甜,煮,饮品,recipe,624,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/2021112616378937213547635899877.JPG?x-oss-process=style/p800
蒜蓉粉丝蒸娃娃菜,十分钟,1:娃娃菜洗净切成小段备用。2:粉丝用温水泡软，剪小段铺在盘底，调入少许盐。3:把娃娃菜铺在上面，淋上适量蒜蓉，撒上少许盐，食用油。4:蒸锅加水烧开，放入大火蒸十分钟。5:出锅前淋上适量生抽蒸一会儿即可。6:成品图（吃时拌匀即可）。7:成品图。,咸香,蒸,热菜,recipe,625,普通,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163841922242221510885274.JPG?x-oss-process=style/p800
韭菜海肠锅贴,半小时,1:海肠处理好切段。2:切肉糜。3:化冻。4:放海肠。5:放食用油、食盐和鸡精及生抽拌匀。6:韭菜洗净。7:切末。8:菜末放馅料里。9:拌匀。10:备好的面皮。11:包起来。12:热锅刷油。13:放入包好的锅贴。14:中火煎至底部金黄。15:放清水，约是锅贴的 五分之一高度。16:盖锅盖中火煮至汤汁快干。17:改大火收干汤汁。18:装盘。19:成品。20:成品。,咸鲜,煎,主食,recipe,626,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/2021120116383306825729721806550.jpg?x-oss-process=style/p800
“热汤面”蒜香酥肉宽面,廿分钟,1:锅烧水。2:水开放酥肉。3:剩饺子皮。4:擀薄。5:切条。6:分开一条一条的宽面。7:煮酥肉的锅水开。8:放面条。9:大火猪，放食盐。10:放鸡精。11:洗净蒜苗切末。12:拌匀即可。13:成品。14:开动。,蒜香,煮,面条,recipe,627,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/2021120216384183915381581806550.jpg?x-oss-process=style/p800
肉炒大白菜,十分钟,1:白菜洗好。2:肉切好。3:白菜洗好后切好。头和叶子分开。4:起锅烧油，加入姜蒜爆香。5:加入瘦肉翻炒。6:下入白菜头加盐翻炒。白菜头，炒到快熟时加入叶子。7:加入白菜后。一直翻炒，熟了就打出来。8:成品。,清淡,炒,热菜,recipe,628,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163841686486256610250474.jpg?x-oss-process=style/p800
辣炒儿菜,十分钟,1:小菜准备。2:切好。3:肉切片。4:起锅烧水。5:下儿菜灼水，三分钟。不用太久，就是除去一下苦水味。6:打出来备用。7:起锅烧油，油热下去姜蒜爆香。8:下瘦肉辣椒一起爆炒。炒到熟。9:下入儿菜。加盐加少量老抽翻炒，不用炒多久就可以。辣辣的脆脆，好吃。10:可以了。11:成品。,微辣,炒,热菜,recipe,629,简单,https://i8.meishichina.com/attachment/recipe/2021/12/02/20211202163841632138931910250474.jpg?x-oss-process=style/p800
清炖金鲳鱼,十分钟,1:金鲳鱼洗净后背改刀备用。2:油热放入葱姜八角爆香～放入金鲳鱼，单面微煎，不要翻面。3:加入热水～料酒。4:不要加太多水，水太多汤不浓稠，也不要翻面，翻面影响美观。可用勺子将热汤浇在鱼背上，烫熟鱼肉，炖大约10分钟（时间可根据鱼的大小增减）。5:放少许盐、鸡精，香菜。哇呜～太鲜美了。,咸鲜,炖,热菜,recipe,630,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163827218506427710910412.jpg?x-oss-process=style/p800
榴莲壳煲筒骨汤,数小时,1:榴莲壳取出白囊。2:将榴莲白囊切块备用。3:筒骨冷水下锅加入料酒，焯烫出血水后捞出冲洗干净。4:砂锅中放入筒骨。5:放入榴莲白囊。6:加入适量的清水。7:大火煮开转小火煲2小时。8:2小时后出锅加入少许盐调味即可。9:成品。10:成品。,清淡,煲,汤类,recipe,631,简单,https://i8.meishichina.com/attachment/recipe/2021/06/28/2021062816248817692607048010238.JPG?x-oss-process=style/p800
肉末蒸娃娃菜,十分钟,1:将猪肉剁碎装盘。2:加入一勺生抽和食用油。3:一勺料酒和少许盐。4:适量淀粉。5:抓拌均匀腌制十分钟。6:红椒切小丁。7:大蒜去衣切末，葱白切碎。8:娃娃菜清洗干净切块。9:水开加入少许盐和油，放入娃娃菜烫软。10:捞出沥干水分铺在盘中。11:热锅下油，倒入蒜末和葱白爆香。12:倒入甜椒爆香。13:倒入肉末翻炒变色。14:浇在娃娃菜中间，水开蒸3－5分钟。15:出锅后撒入葱花即可。,清淡,蒸,热菜,recipe,632,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163833632137134512864764.jpg?x-oss-process=style/p800
山药炒木耳,十分钟,1:山药去皮（带上手套，防止过敏）。2:山药切片，泡入水中防止氧化变黑。3:莴笋，胡萝卜切菱形片备用。4:木耳提前批发，蒜头切片。5:起锅烧水，水开下入木耳，胡萝卜焯水。6:山药同样的焯水，加入一勺油，一勺盐，少许白醋，水再次煮开，捞出过凉。7:起锅烧油，下入蒜片炒出香味。8:倒入莴笋，大火翻炒。9:莴笋炒至断生，倒入木耳，胡萝卜，山药。10:加入盐，白糖，鸡精调味。11:加入水淀粉勾芡，大火翻炒均匀即可。12:起锅装盘。,咸鲜,炒,热菜,recipe,633,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163828453953563210157115.jpg?x-oss-process=style/p800
韩式辣酱鸡胸肉,半小时,1:准备好食材。2:鸡胸肉切成薄片。3:加入一勺辣椒酱。4:加入一勺番茄酱。5:加入一勺生抽。6:加入一勺白糖。7:加入一勺蜂蜜。8:加入一勺橄榄油。9:加入蒜末，搅拌均匀后腌制20分钟。10:锅内加入适量食用油。11:加入腌制好的鸡胸肉煎。12:煎好一面继续煎另外一面。13:煎好出锅，盘中铺上生菜叶子，我没有了就用包菜叶，撒上白芝麻。14:完成✅。,酱香,煎,热菜,recipe,634,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163833442430234912567629.jpg?x-oss-process=style/p800
清新养眼凉拌面藕,一小时,1:平时吃的都是白色的，第一次吃彩色的，五颜六色好诱人。2:花一般，实在是太漂亮了，面藕用芝麻酱拌的最好吃，为了呈现美丽的颜色，今天换一种口味。3:面藕放入碗中，加温水，泡三十分钟到一个小时。4:泡到面藕膨胀，捏起来软软的，没有硬块，挤去面藕里面的水分。加葱花。5:加香菜段、辣椒圈。6:加盐、糖、鸡精、米醋、藤椒油，拌匀。7:清新淡雅，非常养眼。8:口感劲糯、吃起来Q弹美味又饱腹。9:像花儿一样美丽。10:像不像牡丹花。11:颜值控的爱。12:小清新。13:面藕是一种植物性蛋白，由麦胶蛋白质和麦谷蛋白质组成。由于面藕的制作过程没有经过油炸等程序，所以它较好得保留了食材原料的营养物质。14:面藕含有丰富的矿物质、膳食纤维和蛋白质，脂肪含量低，不含胆固醇，享有“素中之肉”的美名。,麻香,拌,凉菜,recipe,635,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163833271242656612842754.jpg?x-oss-process=style/p800
双色绣球馒头,一小时,1:材料准备好：紫薯面粉和胡萝卜面粉分别是150克，干酵母3克分成两份，手温清水即可。2:面粉、干酵母、清水分别入碗，先用筷子搅拌成絮状，再手揉成无干粉的面团。3:将面团放在案板上，揉2、3分钟，揉成光滑、细致的面团。4:两个面团分别擀成5毫米厚的面片，用饼干模具刻出小圆面片，没有模具用瓶子盖也可；。5:5个或者6个面片摞在一起，颜色交替码放，剩下的面团再次擀平、刻圆片。6:把一根筷子放在面片中间，稍用力向下按压。7:压好的生坯码放在铺了屉布的蒸屉上。8:盖上锅盖，发酵至原来的1.5-2倍大小。9:用“速蒸”程序，8秒速热，全程18分钟，用普通凉水蒸锅需20分钟；焖3分钟揭盖。10:双色绣球馒头，好看好吃又营养！。,清淡,蒸,主食,recipe,636,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/2021120116383251197188717513584.jpg?x-oss-process=style/p800
蘑菇猪肉肠,数小时,1:用料：猪肉300克，大脚菇25克，香菇5克，盐3克，蚝油10克，鸡蛋清1个，胡椒粉1克，玉米淀粉10克，蘑菇水30克，盐渍猪肠衣1米。2:蘑菇事先浸泡至涨发。3:留部分澄清蘑菇水。4:将泡发的蘑菇切成碎粒。5:肠衣洗去盐粒，用清水浸泡半小时。6:猪肉洗净切成小块，加入所有调料，拌匀。7:倒入切好的蘑菇。8:混合均匀。9:放入绞肉机中，反复搅打。10:成为细腻的泥状。11:将肠衣套在灌肠漏斗上，用棉线捆扎好末端。12:把搅拌好的肉泥装入裱花袋中。13:再插入漏斗中，将肉泥挤入肠衣。14:肉泥全部灌装完毕，取下肠衣另一端，用棉线捆扎好。15:分段捆扎成小节。16:用针将肠衣中的空气放出。17:放蒸锅里凉水大火，水滚后转小火，焖煮30分钟。18:蒸好后熄火晾凉。冷冻保存。,咸鲜,蒸,家常菜,recipe,637,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163832238086273434360.jpg?x-oss-process=style/p800
宫保豆腐,廿分钟,1:食材：北豆腐、胡萝卜（已清洗去皮）、青瓜（已清洗）、熟花生米、郫县豆瓣酱。2:在碗中加入1勺生抽。3:加入1勺蚝油。4:加入1勺半香醋。5:加入1勺白糖。6:加入1勺干淀粉。7:加入2勺清水。8:调匀，成料汁。9:将胡萝卜和青瓜放在案板上分别切成丁。10:将北豆腐放在案板上切成小块。11:将切好的胡萝卜下入沸水锅中焯开捞出。12:起锅倒油烧热，下入切好的北豆腐翻炒翻炒至微微发黄。13:接着，合入焯好的胡萝卜，加入1勺郫县豆瓣酱。14:翻炒翻炒。15:然后，倒入料汁。16:合入切好的青瓜和熟花生米炒匀，即成。,酸甜,炒,热菜,recipe,638,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/202112011638321464475696404188.JPG?x-oss-process=style/p800
