name,食材简介,食用功效,适用人群,禁忌人群,营养价值,类别,图片,label,id
芹菜叶,芹菜叶中营养成分远远高于芹菜茎，营养学家曾对芹菜的茎和叶片进行过13项营养成分的测试，发现芹菜叶片中有10项指标超过了茎。其中，叶中胡萝卜素含量是茎的88倍;维生素C的含量是茎的1 3倍;维生素B1是茎的17倍;蛋白质是茎的11倍;钙超过茎2倍。可见，芹菜叶片的营养价值的确不容忽视。,祛脂降压、养肝、利尿消肿、安神除烦、壮骨、通血、抑癌抗瘤。,一般人群均可食用。,高血糖、缺铁性贫血患者、经期妇女、成年男性，脾胃虚寒者慎食。,"营养学家曾对芹菜的茎和叶片进行过13项营养成分的测试，发现芹菜叶的营养成分中，有10项指标超过了茎。其中，芹菜叶中胡萝卜素、维生素C、维生素B1、蛋白质、钙的含量均超过茎的含量。
1. 芹菜的平肝降压作用，主要是因为芹菜中含酸性的降压成分，动物实验证明对兔、犬静脉注射有明显降压作用。临床对于原发性、妊娠性及更年期高血压均有效。
2. 从芹菜子中分离出的一种碱性成分，对动物有镇静作用，对人体能起安神的作用，有利于安定情绪，消除烦躁。
3. 芹菜含有利尿有效成分，消除体内钠潴留，利尿消肿。临床上以芹菜水煎可治疗乳糜尿。
4. 芹菜是高纤维食物具有抗癌防癌的功效，它经肠内消化作用产生一种木质素或肠内脂的物质，这类物质是一种抗氧化剂，高浓度时可抑制肠内细菌产生的致癌物质。它还可以加快粪便在肠内的运转时间，减少致癌物与结肠粘膜的接触，达到预防结肠癌的目的。
5. 芹菜含铁量较高，能补充妇女经血的损失，是缺铁性贫血患者的佳蔬，食之能避免皮肤苍白、干燥、面色无华，而且可使目光有神，头发黑亮。
6. 芹菜的叶，茎含有挥发性物质，别具芳香，能增强人的食欲。芹菜汁还有降血糖作用。经常吃些芹菜，可以中和尿酸及体内的酸性物质，对预防痛风有较好效果。
7. 芹菜含有锌元素，是一种性功能食品，能促进人的性兴奋，西方称之为“夫妻菜”，曾被古希腊的僧侣列为禁食。泰国的一项研究发现，常吃芹菜能减少男性精子的数量，可能对避孕有所帮助。",蔬菜,https://i3.meishichina.com/attachment/201512/8/14495621314073.jpg,material,403
海米,海米也称虾米或虾仁，为海产白虾、红虾、青虾加盐水焯后晒干，纳入袋中，扑打揉搓，风扬筛簸，去皮去杂而成，即经加盐蒸煮、干燥、晾晒、脱壳等工序制成的产品。因如舂谷成米，故称海米。以白虾米为上品，色味俱佳，鲜食成美。白虾须长，身、肉皆为白色，故前人有“曲身小子玉腰肢，二寸银须一寸肌”之咏。海米食用前加水浸透，肉质软嫩、味道鲜醇，煎、炒、蒸、煮均宜，味道鲜美，为“三鲜”之一。,"1、能保护心血管系统，它可减少血液中胆固醇含量，防止动脉硬化，同时还能扩张冠状动脉，有利于预防高血压及心肌梗死。
2、通乳作用较强，并且富含磷、钙、对小儿、孕妇尤有补益功效。
3、可预防自身因缺钙所致的骨质疏松症；老年人的饭菜里放一些虾皮，对提高食欲和增强体质都很有好处。",中老年人、孕妇、心血管病患者、肾虚阳痿、男性不育症、腰脚无力之人尤其适合食用。,反复发作性过敏性皮炎的老年人、患有皮肤疥癣者忌食。服用维生素C者忌食。,"1、虾营养丰富，含蛋白质是鱼、蛋、奶的几倍到几十倍；还含有丰富的钾、碘、镁、磷等矿物质及维生素A、氨茶碱等成分。
2、虾中含有丰富的镁。
3、虾的通乳作用较强，并且富含磷、钙、对小儿、孕妇尤有补益功效。
4、日本大阪大学的科学家最近发现，虾体内的虾青素有助于消除因时差反应而产生的“时差症”。
",水产品,https://i3.meishichina.com/attachment/201512/21/14506906674645.jpg,material,404
芒果,一种原产印度的常绿乔木，叶革质，互生；性温，花小，黄色或淡红色，成顶生的圆锥花序，产杧果和劣质淡灰色木材。也作为有游戏名，和一些别称使用。芒果果实含有糖、蛋白质、粗纤维，芒果所含有的维生素A的前体胡萝卜素成分特别高，是所有水果中少见的。其次维生素C含量也不低。矿物质、蛋白质、脂肪、糖类等，也是其主要营养成分。芒果为著名热带水果之一，因其果肉细腻，风味独特，深受人们喜爱，所以素有“热带果王”之誉称 。,"1、防治心血管疾病：芒果中含维生素C量高于一般水果，降低胆固醇、甘油三酯，有利于防治心血管疾病。
2、抗癌：据芒果含有大量的维生素A，具有防癌、抗癌的作用。
3、美化肌肤：经常食用芒果，可以起到滋润肌肤的作用。
4、明目：芒果维生素A原含量占水果之首位，具有明目的作用。
5、防治便秘：促进排便，对于防治便秘具有一定的好处。
6、杀菌：芒果叶的提取物具有抑制流感病毒的作用。
7、祛痰止咳：芒果对咳嗽痰多气喘等症有辅助治疗作用。
8、防止晕车：食用芒果对于晕车、晕船有一定的止吐作用。",一般人群均可食用。,皮肤病、肿瘤、糖尿病患者忌食。,芒果果实营养价值极高，维生素A含量高达3.8%，比杏子还要多出1倍。维生素C的含量也超过桔子、草莓。芒果含有糖、蛋白质及钙、磷、铁等营养成分，均为人体所必需。根据对我国芒果产区几个芒果主要品种分析资料归纳，芒果可溶性固形物14%-24.8%，含糖量11%-19%，蛋白质0.65%-1.31%，每100克果肉含胡萝卜素2281-6304微克，而且人体必需的微量无素〈硒、钙、磷、钾等〉含量也很高。,果品,https://i3.meishichina.com/attachment/201511/16/14476673988818.jpg,material,405
玫瑰花,玫瑰属于蔷薇科，原名徘徊花，它有甜美的香气，是食品、化妆品中香气的主要添加剂，也是红茶窨花的主要原料。玫瑰窨制花茶，早在明代《茶道》中就有详细的记载。而且饮食中使用玫瑰花的记载，则早在宋代时期，那时中国民间就有用糖腌渍玫瑰花瓣而制成的“玫瑰花酱”。,玫瑰花是一种珍贵的药材，味甘微苦、性温，最明显的功效就是理气解郁、活血散淤和调经止痛。对于心脑血管，高血压，心脏病及妇科有显著疗效。,适宜皮肤粗糙、贫血患者、体质虚弱者。,阴虚有火者勿服。,玫瑰的成熟鲜果中，含有大量的维生素A、B、C，还含有十多种氨基酸、可溶性糖、生物碱。其中维生素C的含量最丰富、每100g内含2000多mg，有“维生素C之王”之称。还含有蛋白质、脂肪、碳水化合物、钙、磷、钾、铁、镁等，其中蛋白质含量8.5%，脂肪4.7%，可溶性糖1.2%，碳水化合物68%。玫瑰花渣中不含有任何有害的元素，其中含葡萄糖18.33%~23.66%，含淀粉21.75%~22.63%，且含有丰富的氨基酸，其氨基酸总量高达10.9%。从蒸馏玫瑰油后的花残渣中提取玫瑰红色素，用于食品着色。用红玫瑰花作酸性食品的红色色素时，其营养成分未被破坏。另外，利用玫瑰花渣可生产酱油。,蔬菜,https://i3.meishichina.com/attachment/201512/7/14494795324774.jpg,material,406
冷开水,,,,,,,,material,407
猪后腿肉,"猪肉是目前人们餐桌上重要的动物性食品之一。因为猪肉纤维较为细软，结缔组织较少，肌肉组织中含有较多的肌间脂肪，因此，经过烹调加工后肉味物别鲜美。
从猪的腿部到后腿部分的肉称为腿肉，由于此部位整块都是瘦肉，脂肪含量极少，因此属于高蛋白、低脂肪且是高维生素的猪肉。","1、补充蛋白质和脂肪酸：猪肉为人类提供优质蛋白质和必需的脂肪酸。猪肉可提供血红素(有机铁)和促进铁吸收的半胱氨酸，能改善缺铁性贫血。
2、补肾滋阴：猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效，主治热病伤津、消渴羸瘦、肾虚体弱、产后血虚、燥咳、便秘、补虚、滋阴、润燥、滋肝阴、润肌肤、利小便和止消渴。
3、润燥：猪肉煮汤饮下可急补由于津液不足引起的烦燥、干咳、便秘和难产。",一般人都可食用。适宜阴虚不足，头晕，贫血，老人燥咳无痰，大便干结，以及营养不良者食用。,湿热痰滞内蕴者、外感病人忌食；肥胖、血脂较高、高血压者慎食。,"1、猪肉的蛋白质属优质蛋白质，含有人体全部必需氨基酸。
2、猪肉富含铁，是人体血液中红细胞的生成和功能维持所必须的元素。
3、猪肉是维生素的主要膳食来源，特别是精猪肉中维生素B1的含量丰富。
4、猪肉中还含有较多的对脂肪合成和分解有重要作用的维生素B2。",肉禽类,https://i3.meishichina.com/attachment/201512/7/14494723213972.jpg,material,408
咖啡豆,咖啡原产于埃塞俄比亚。在17世纪传入欧洲以前，它在北非和西亚被用作饮料已达几百年之久。全世界所有炎热、潮湿的地区都开辟了咖啡种植园，咖啡成为一种大众化的饮料。但要烧出一壶可口的咖啡是需要许多功夫日。咖啡豆必须磨成细粉。最好还要用某种过滤器把咖啡渣留在杯外，尽管许多地方的人喜欢喝没有经过过滤的咖啡。研磨咖啡最理想的时间，是在要烹煮之前才研磨。因为磨成粉的咖啡容易氧化散失香味，尤其在没有妥善适当的贮存之下，咖啡粉还容易变味，自然无法烹煮出香醇的咖啡。咖啡豆在研磨之后，细胞壁会完全崩解，这时与空气接触的面积会增加很多，氧化与变质的速度变快，咖啡在30秒到2分钟之内就会丧失风味。因此，建议不要买咖啡粉，最好买咖啡豆，在喝前才研磨，磨好则应赶快冲泡。,"1、利尿除湿：可促进肾脏机能，提高排尿量，改善腹胀水肿，有助减重瘦身。
2、开胃主食：咖啡因刺激交感神经及胃肠分泌胃酸，促进化、促进肠胃激素、蠕动激素，快速通便。
3、美白功效：餐后喝杯黑咖啡，就能有效地使皮肤变白。
4、此外黑咖啡有美容的作用，它有助于抗癌、抗衰老。
5、咖啡可增加高密度胆固醇，加速代谢坏的胆固醇，减少冠状动脉粥样化、降低中风机率。",一般人群均可食用。,患高血压、冠心病、动脉硬化等疾病的人不适宜、胃病患者、孕妇禁用。,咖啡含有一定的营养成分。咖啡的烟碱酸含有维他命B，烘焙后的咖啡豆含量更高。并且有游离脂肪酸、咖啡因、单宁酸等。,药食及其他,https://i3.meishichina.com/attachment/201512/24/14509418149768.jpg,material,409
巧克力酱,巧克力酱是一款美味甜品，主要原料有可可粉、牛奶等，既可以作为一种甜品食用也可以作为面包等调味酱来使用。,补充能量、调味。,一般人群均可食用。,糖尿病、痛经、乳腺炎、湿热体质、痰湿体质。,主要原料有可可粉、牛奶等。,调味品,,material,410
南芎,川芎，一种中药植物，常用于活血行气，祛风止痛，主要栽培于四川、云南、贵州、广西、湖北等地。产自浙江温州及金华的为南芎。本品为不规则结节状拳形团块，直径2～7cm。表面黄褐色，粗糙皱缩，有多数平行隆起的轮节，顶端有凹陷的类圆形茎痕，下侧及轮节上有多数小瘤状根痕。,活血行气，祛风止痛。用于安抚神经，正头风头痛，症瘕腹痛，胸胁刺痛，跌扑肿痛，头痛，风湿痹痛。,健康体质平和质。,阴虚火旺，上盛下虚及气弱之人忌食。,根茎含挥发油约1%。鉴定出油中成分有40种， 占挥发油的93.64%，其中主成分为藁本内酯占58%、3-丁酜内酯5.29%和香桧烯6.08%，还含阿魏酸、川吲哚、3-亚丁基苯酞、月桂烯、川芎嗪、棕榈酸、胡萝卜苷、β-谷固醇等成分。,药食及其他,https://i3.meishichina.com/attachment/201512/14/14500819029380.png,material,411
熟地,,,,,,,,material,412
白芍,,,,,,,,material,413
清江鱼,,,,,,,,material,414
竹笋,竹笋，是竹的幼芽，也称为笋。竹为多年生常绿草本植物，食用部分为初生、嫩肥、短壮的芽或鞭。竹原产中国，类型众多，适应性强，分布极广。全世界共计有30个属550种，盛产于热带、亚热带和温带地区。中国是世界上产竹最多的国家之一，共有22个属、200多种，分布全国各地，以珠江流域和长江流域最多，秦岭以北雨量少、气温低，仅有少数矮小竹类生长。,"1、开胃健脾：具有开胃、促进消化、增强食欲的作用，可用于治疗消化不良。
2、宽胸利膈、通肠排便：促进胃肠蠕动，降低肠内压力，减少粪便粘度，使粪便变软利排出，用于治疗便秘，预防肠癌。
3、开膈消痰：竹笋具有低糖、低脂的特点，富含植物纤维，可降低体内多余脂肪，消痰化瘀滞，治疗高血压、高血脂、高血糖症，且对消化道癌肿及乳腺癌有一定的预防作用。
4、增强机体免疫力：竹笋中植物蛋白、维生素及微量元素的含量均很高，有助于增强机体的免疫功能，提高防病抗病能力。",一般人群均可食用。肥胖和习惯性便秘的人尤为适合。,患有胃溃疡、胃出血、肾炎、肝硬化、肠炎者、尿路结石者、低钙、骨质疏松、佝偻病人不宜多吃。,春笋是一种营养丰富的食材，它不但含有大量植物蛋白，还含有多种氨基酸与维生素，它的脂肪含量特别低，平时食用能预防三高，也能减肥瘦身，另外春笋中还含微量元素磷与铁和钙等营养成分，它们能补益气血也能补钙壮骨。,蔬菜,https://i3.meishichina.com/attachment/201103/30/23642_1301448556S78V.jpg,material,415
豆芽,豆芽，也称芽苗菜，又名巧芽、豆芽菜、如意菜、掐菜、银芽、银针、银苗、芽心、大豆芽、清水豆芽，是各种谷类、豆类、树类的种子培育出可以食用的“芽菜”，也称“活体蔬菜”。品种丰富，营养全面，是常见的蔬菜。食用的主要部分为下胚轴。常见的芽苗菜有：香椿芽苗菜、荞麦芽苗菜、苜蓿芽苗菜、花椒芽苗菜、绿色黑豆芽苗菜、相思豆芽苗菜、葵花籽芽苗菜、萝卜芽苗菜、龙须豆芽苗菜、花生芽苗菜、蚕豆芽苗菜等30多个品种。,"1、清热利湿：有清热利湿、消肿除痹、祛黑痣、治疣赘、润肌肤之功;对脾胃湿热、大便秘结、寻常疣、高血脂有食疗作用。
2、养气补血：豆芽具有清热明目、补气养血、防止牙龈出血、心血管硬化及低胆固醇等功效。
3、预防高血压：豆芽中所含的维生素E能保护皮肤和毛细血管，防止动脉硬化，防治老年高血压。
4、美容护发：黄豆芽含丰富的维生素E，常吃黄豆芽能营养毛发，使头发保持乌黑光亮，对面部雀斑有较好的淡化效果。
",一般人群均可食用。尤适宜癌症、矽肺、肥胖病、便秘者。,腹泻、脾胃虚寒者慎食。,"1、豆芽中含有丰富的维生素C，可以治疗坏血病;
2、它还有清除血管壁中胆固醇和脂肪的堆积、防止心血管病变的作用;
3、绿豆芽中还含有核黄素，对口腔溃疡的人很适合食用;
4、它还富含膳食纤维，是便秘患者的健康蔬菜，有预防消化道癌症(食道癌、胃癌、直肠癌)的功效;
5、豆芽的热量很低，而水分和纤维素含量很高，常吃豆芽，可以达到减肥的目的。",蔬菜,https://i3.meishichina.com/attachment/201511/16/14476655291313.jpg,material,416
8寸戚风蛋糕,,,,,,,,material,417
白豆沙,大白豆(白芸豆)做的豆沙馅。辅料：糖、油。,"1、大白芸豆还有滋阴、补肾、健脾、温中、下气、利湿、止痢、消食、解毒、止呃逆等医疗作用，为理想的食疗佳品。
2、大白芸豆还有镇静作用，对治疗虚寒呃逆、胃寒呕吐、跌打损伤、喘息咳嗽、腰痛、神经痛、小儿百日咳等病症有一定疗效。",一般人群皆可食用。,气滞便结者应慎食。,"芸豆营养丰富。据测，每百克芸豆含蛋白质23.1克、脂肪1.3克、碳水化合物56.9克、胡萝卜素0.24毫克、钙160毫克、磷410毫克、铁7.3毫克及丰富的B族维生素，鲜豆还含丰富的维生素C。白芸豆蛋白质含量高，还有多种矿物质和B族维生素，功能补益肺肾、健脾和中、利水祛湿，而且因高钾低钠的特点，很适合于心脏病、动脉硬化、高血脂和忌盐患者食用。常食芸豆，还可加速肌肤新陈代谢，缓解皮肤、头发的干燥；芸豆中的皂甙类物质能促进脂肪代谢，是减肥者的理想食品之一，可说是爱美女士的理想食品。
",米面豆乳,https://i3.meishichina.com/attachment/201512/29/14513724841468.gif,material,418
水果丁,,,,,,,,material,419
鹌鹑蛋,"又名鹑鸟蛋、鹌鹑卵。
鹌鹑蛋被认为是 “动物中的人参”。宜常食为滋补食疗品。俗话说：“要吃飞禽，鸽子鹌鹑。”鹌鹑肉、蛋，味道鲜美，营养丰富。鹌鹑蛋是一种很好的滋补品，在营养上有独特之处，故有""卵中佳品""之称。近圆形，个体很小，一般只有５g左右，表面有棕褐色斑点。鹌鹑蛋的营养价值不亚于鸡蛋，有较好护肤、美肤作用。","1、治疗疾病：鹌鹑蛋可辅助治疗浮肿、肥胖型高血压、糖尿病、贫血、肝大、肝硬化、腹水等多种疾病。
对贫血、营养不良、神经衰弱、月经不调、高血压、支气管炎、血管硬化等病人具有调补作用。
2、健脑：鹌鹑蛋中所含丰富的卵磷脂和脑磷脂，是高级神经活动不可缺少的营养物质，具有健脑的作用。
3、预防过敏：吃鹌鹑蛋能预防因吃鱼虾发生的皮肤过敏、风湿疹、呕吐以及药物性过敏症。
4、缓解失眠：常食有缓解失眠、神经衰弱、多梦等症状。",一般人群均可食用。,脑血管病人不宜多食。,"鹌鹑蛋的营养价值不亚于鸡蛋，丰富的蛋白质、脑磷脂、卵磷脂、赖氨酸、胱氨酸、维A、维B2、维B1、铁、磷、钙等营养物质，可补气益血，强筋壮骨。功效:补气益血，枝风湿，强筋壮骨。
鹌鹑蛋中氨基酸种类齐全，含晕丰富，还有高质量的多种磷脂，激素等人体必需成分，铁、核黄素、维生素A的含量均比同量鸡蛋高出两倍左右，而胆固醇则较鸡蛋低约三分之一，所以是各种虚弱病者及老人、儿童及孕妇的理想滋补食品。鹌鹑蛋含有较高的蛋白质，脑磷脂、卵磷脂、铁和维生素等。
鹌鹑蛋外观小巧，但营养价值很高。日本《养鹑》一书曾把鹌鹑蛋与人参、蝮蛇并论为佳品，且对肺病、肋膜炎、哮喘、心脏病，神经衰弱有一定疗效。
",肉禽类,https://i3.meishichina.com/attachment/201512/1/14489650874802.jpg,material,420
肉,,,,,,,,material,421
海带,海带，海藻类植物之一，是一种在低温海水中生长的大型海生褐藻植物，属于褐藻门布科，为大叶藻科植物，因其生长在海水，柔韧似带而得名。海带是一种营养价值很高的蔬菜，同时具有一定的药用价值。海带的烹调方法很多，如海带炖排骨、海带烧肉、肉丝海带、海带汤、凉拌海带丝等。,"1、防治甲状腺肿：海带含碘和碘化物，有防治缺碘性甲状腺肿的作用。
2、降压：海带氨酸及钾盐、钙元素可降低人体对胆固醇的吸收，降低血压。
3、降脂：海带含有大量的不饱和脂肪酸和食物纤维，能清除附着在血管壁上的胆固醇，调顺肠胃，促进胆固醇的排泄。
4、抑制肿瘤：热水提取物对于体外的人体KB癌细胞有明显的细胞毒作用，对S180肿瘤有明显的抑制作用，而且海带还富含抗癌明星_硒，具有防癌的作用。
5、提高免疫力：海带能提高机体的体液免疫，促进机体的细胞免疫，调节免疫力的食物还有很多，香菇就是其中之一。",一般人群均可食用。,患有严重痤疮的人、过敏体质者不宜吃。,"1、海带含有丰富的碳水化合物，较少的蛋白质和脂肪。
2、海带与绿叶蔬菜相比，出含有丰富的维生素C以外，其粗蛋白、糖、钙、铁的含量均高出几倍甚至十几倍。
3、海带是一种富含碘很高的海藻，养殖海带一般含碘3%~5%，多的可达7%~10%。
4、新鲜的海带有95%是水，3%是膳食纤维﹐热量很低。
5、海带中还含有大量的甘露醇。
",水产品,https://i3.meishichina.com/attachment/201511/24/14483568167602.jpg,material,422
黄花,,,,,,,,material,423
冻豆腐,冻豆腐是由新鲜豆腐冷冻而成，孔隙多、弹性好、营养丰富，味道也很鲜美。用冻豆腐可以制作很多美食。,"1、更年期的“保护神”：有效的预防骨质疏松、乳腺癌和前列腺的发生。
2、预防心血管疾病：豆腐健脑的同时，还有助于预防心脑血管疾病。
3、降低乳腺癌的几率：制作豆腐的大豆中含有大豆异黄酮，可调整乳腺对雌激素的反应。
4、补益清热养生：豆腐为补益清热养生食品，可补中益气、清热润燥、生津止渴、清洁肠胃。",一般人群皆可食用。,嘌呤代谢失常的痛风病人和血尿酸浓度增高的患者忌食，胃寒者和易腹泻、腹胀、脾虚者以及常出现遗精的肾亏者也不宜多食。,"1.豆腐营养丰富，含有铁、钙、磷、镁等人体必需的多种微量元素，还含有糖类、植物油和丰富的优质蛋白，素有“植物肉”之美称。大豆的蛋白质生物学价值可与鱼肉相媲美，是植物蛋白中的佼佼者。大豆蛋白属于完全蛋白质，其氨基酸组成比较好，人体所必需的氨基酸它几乎都有。大豆可以直接烹调食用，人体对其蛋白质的消化吸收率只有65%，而制成豆腐消化率可以提升到92%~95%。
2.制作豆腐的大豆中含有18%左右的油脂，大部分能转移到豆腐中去。大豆油中的亚油酸比例较大，且不含胆固醇，有益于人体神经、血管、大脑的生长发育。
3.豆腐不含胆固醇，为高血压、高血脂、高胆固醇症及动脉硬化、冠心病患者的药膳佳肴。
4.豆腐含有丰富的植物雌激素，对防治骨质疏松症有良好的作用。",米面豆乳,https://i3.meishichina.com/attachment/201512/18/14504302785078.jpg,material,424
鸡汁,鸡汁也称鸡汁调味料（Chicken Bouillon），是以磨碎的鸡肉或鸡骨或其浓缩抽提物以及其他辅料等为原料，添加或不添加香辛料和（或）食用香料等增香剂加工而成的，具有鸡的浓郁鲜味和香味的汁状复合调味料。,鸡汁原汁原味，口感浓鲜、天然鲜味，可增味提鲜，开胃消食。,一般人群均可食用。,暂无。,"采用真材实料加现代工艺,保持鸡肉原有的营养成份;天然鸡肉蛋白,含量高、质量好,是天然健康的调味品;口味自然醇香,肉脂味浓郁,更似传统清炖的浓汤效果;
鸡汁蛋白质含量较高,且易被人体吸收入利用,有增强体力,强壮身体的作用。此外,鸡汁还含有脂肪、钙、磷、铁、镁、钾、钠、维生素A、B1、B2、C、E和烟酸等成分。
鸡汁钾硫酸氨基酸的含量也很丰富,因此可弥补牛及猪肉的不足。
鸡汁比其他肉类汁的维生素A含量多,而在量方面虽比蔬菜或肝脏差,其维生素A的含量却高出许多。",调味品,,material,425
猪夹心肉,猪夹心肉是靠后腿无肋骨部分称软肋，称软五花、下五花肉，质较松软。其特点是三层瘦肉，二层肥膘互夹，俗称五花三层，皮较薄，易烧烂。,"1、补充蛋白质和脂肪酸：猪肉为人类提供优质蛋白质和必需的脂肪酸。猪肉可提供血红素(有机铁)和促进铁吸收的半胱氨酸，能改善缺铁性贫血。
2、补肾滋阴：猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效，主治热病伤津、消渴羸瘦、肾虚体弱、产后血虚、燥咳、便秘、补虚、滋阴、润燥、滋肝阴、润肌肤、利小便和止消渴。
3、润燥：猪肉煮汤饮下可急补由于津液不足引起的烦燥、干咳、便秘和难产。",一般人都可食用。,湿热痰滞内蕴者慎服；肥胖、血脂较高者不宜多食。,"1、猪肉的蛋白质属优质蛋白质，含有人体全部必需氨基酸。
2、猪肉富含铁，是人体血液中红细胞的生成和功能维持所必须的元素。
3、猪肉是维生素的主要膳食来源，特别是精猪肉中维生素B1的含量丰富。
4、猪肉中还含有较多的对脂肪合成和分解有重要作用的维生素B2。",肉禽类,,material,426
小芋头,芋头又称芋、芋艿，天南星科植物的地下球茎，形状、肉质因品种而异，通常食用的为小芋头。多年生块茎植物，常作一年生作物栽培。叶片盾形，叶柄长而肥大，绿色或紫红色；植株基部形成短缩茎，逐渐累积养分肥大成肉质球茎，称为“芋头”或“母芋”，球形、卵形、椭圆形或块状等。母芋每节都有一个脑芽，但以中下部节位的腋芽活动力最强，发生第一次分蘖，形成小的球茎称为“子芋”，再从子芋发生“孙芋”，在适宜条件下，可形成曾孙或玄孙芋等。,"1、增强免疫力：能增强人体的免疫功能，对于癌症手术后放射化疗以及康复，有辅助治疗作用。
2、洁齿防龋：氟的含量较高因此芋头有洁齿防龋，保护牙齿的功效。
3、解毒防癌：芋头可以解毒，对人体的癌毒有抑制消解作用，可以用来防治肿瘤等疾病。
4、美容乌发：芋头为碱性食品，能中和体内积存的酸性物质，协调人体的酸碱平衡，达到美容养颜，乌黑头发的效果，还可以用来防治胃酸过多。
5、补中益气：芋头含有丰富的黏液皂素及多种微量元素，可帮助机体纠正微量元素缺乏导致的生理异常，同时能增进食欲，帮助消化，故中医认为芋艿可补中益气。",一般人群均可食用。特别适合身体虚弱者食用。,对于有痰、敏性体质(荨麻疹、湿疹、哮喘、过敏性鼻炎)者、小儿食滞、胃纳欠佳、以及糖尿病患者应少食；食滞胃痛、肠胃湿热者忌食。,"1、芋头中富含蛋白质、钙、磷、铁、钾、镁、钠、胡萝卜素、烟酸、维生素C、B族维生素、皂角甙等多种成分，所含的矿物质中，氟的含量较高，具有洁齿防龋、保护牙齿的作用。
2.芋头含有一种黏液蛋白，被人体吸收后能产生免疫球蛋白，或称抗体球蛋白，可提高机体的抵抗力。故中医认为芋艿能解毒，对人体的痈肿毒痛包括癌毒有抑制消解作用，可用来防治肿瘤及淋巴结核等病症。",蔬菜,,material,427
乌龙茶,乌龙茶，亦称青茶、半发酵茶，是中国几大茶类中，独具鲜明特色的茶叶品类。乌龙茶是经过杀青、萎雕、摇青、半发酵、烘焙等工序后制出的品质优异的茶类。乌龙茶由宋代贡茶龙团、凤饼演变而来，创制于1725年(清雍正年间)前后。品尝后齿颊留香，回味甘鲜。,"1、消除危害美容与健康的活性氧。
2、每天喝1公升乌龙茶能改善皮肤过敏。
3、饮用乌龙茶能瘦身。
4、抗肿瘤、预防老化功效。",一般人群均可食用。,对茶多酚敏感者，即喝茶会失眠者不宜睡前饮用。,乌龙茶中含有机化学成分达四百五十多种，无机矿物元素达四十多种。茶叶中的有机化学成分和无机矿物元素含有许多营养成分和药效成分。有机化学成分主要有：茶多酚类、植物碱、蛋白质、氨基酸、维生素、果胶素、有机酸、脂多糖、糖类、酶类、色素等。,,https://i3.meishichina.com/attachment/201512/22/14507665331868.jpg,material,428
豆干,豆腐干是以大豆为原料，经浸泡、研磨、出浆、凝固、压榨等工序生产加工而成。,"1、抗血栓：制作大豆中含有的皂苷，清除体内自由基，具有显著的抗癌活性，具有抑制肿瘤细胞的生长，抑制血小板聚集，抗血栓的功效。
2、牛奶的替代品：豆腐的营养价值与牛奶相近，对因乳糖不耐症而不能喝牛乳，或为了控制慢性病不吃肉禽类的人而言，豆腐是最好的代替品。
3、更年期的“保护神”：有效的预防骨质疏松、乳腺癌和前列腺的发生。
4、预防心血管疾病：豆腐健脑的同时，还能抑制胆固醇的摄入。大豆蛋白显著降低血浆胆固醇、甘油三酯和低密度脂蛋白，不仅可以预防结肠癌，还有助于预防心脑血管疾病。
5、降低乳腺癌的几率：制作豆腐的大豆中含有大豆异黄酮，可调整乳腺对雌激素的反应，日本妇女尿中的异黄酮浓度为美国、荷兰妇女的100~1000倍，这与日本人常食大豆有关，也是日本相与欧美国家相比乳腺癌发生率较低的一个原因。此外，还可以有效的预防白血病，结肠癌，肺癌，胃癌等的发生。
6、有益于大脑的生长发育",一般人群皆可食用。,糖尿病、肥胖或其他慢性病如肾脏病、高血脂患者要慎食。 老人、缺铁性贫血患者尤其要少食。,"1. 豆腐干中含有丰富蛋白质，而且豆腐蛋白属完全蛋白，不仅含有人体必需的8种氨基酸，而且其比例也接近人体需要，营养价值较高；
2. 豆腐干含有的卵磷脂可除掉附在血管壁上的胆固醇，防止血管硬化，预防心血管疾病，保护心脏；
3. 含有多种矿物质，补充钙质，防止因缺钙引起的骨质疏松，促进骨骼发育，对小儿、老人的骨骼生长极为有利。
",米面豆乳,https://i3.meishichina.com/attachment/201512/16/14502580563626.jpg,material,429
